,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
1548,1654734879,25.724,49.62,19,400,13115,20009,939.659,0.61,0.63,4.18,0.652,0.015,1548,0
1549,1654734880,25.719,49.5,19,400,13117,20009,939.661,0.59,0.61,4.04,0.63,0.014,1549,0
1550,1654734881,25.714,49.35,3,400,13117,20012,939.654,0.58,0.6,3.98,0.62,0.014,1550,0
1551,1654734882,25.709,49.26,7,400,13123,20022,939.665,0.56,0.59,3.88,0.605,0.014,1551,0
1552,1654734883,25.703,49.15,12,400,13117,20007,939.668,0.56,0.59,3.89,0.606,0.014,1552,0
1553,1654734884,25.698,49.03,9,400,13114,20012,939.664,0.57,0.59,3.93,0.613,0.014,1553,0
1554,1654734885,25.693,48.96,9,400,13117,20006,939.668,0.58,0.61,4.01,0.626,0.014,1554,0
1555,1654734886,25.688,48.87,6,400,13123,20020,939.666,0.59,0.61,4.07,0.635,0.014,1555,0
1556,1654734887,25.682,48.85,20,400,13115,20007,939.668,0.59,0.61,4.06,0.633,0.014,1556,0
1557,1654734888,25.677,48.73,8,400,13116,20015,939.663,0.58,0.61,4.03,0.628,0.014,1557,0
1558,1654734889,25.672,48.7,21,400,13108,20005,939.66,0.58,0.6,4.0,0.624,0.014,1558,0
1559,1654734890,25.666,48.59,20,400,13110,20001,939.663,0.57,0.6,3.95,0.615,0.014,1559,0
1560,1654734891,25.661,48.53,13,400,13115,20018,939.656,0.57,0.59,3.92,0.611,0.014,1560,0
1561,1654734892,25.656,48.46,13,400,13119,20009,939.652,0.6,0.62,4.1,0.639,0.014,1561,0
1562,1654734893,25.651,48.31,40,400,13097,19987,939.662,0.61,0.64,4.23,0.659,0.015,1562,0
1563,1654734894,25.645,48.73,51,400,13090,19978,939.661,0.65,0.68,4.49,0.701,0.016,1563,0
1564,1654734895,25.64,50.04,52,400,13088,19964,939.659,0.71,0.73,4.87,0.759,0.017,1564,0
1565,1654734896,25.634,50.77,45,400,13092,19970,939.66,0.72,0.75,4.98,0.777,0.018,1565,0
1566,1654734897,25.629,51.29,42,400,13102,19979,939.654,0.73,0.76,5.03,0.784,0.018,1566,0
1567,1654734898,25.624,51.82,42,400,13098,19985,939.639,0.73,0.76,5.0,0.78,0.018,1567,0
1568,1654734899,25.618,52.6,30,400,13099,19990,939.651,0.73,0.76,5.02,0.783,0.018,1568,0
1569,1654734900,25.613,52.99,21,400,13109,19987,939.65,0.74,0.76,5.06,0.79,0.018,1569,0
1570,1654734901,25.608,53.33,22,400,13107,19991,939.655,0.74,0.77,5.08,0.791,0.018,1570,0
1571,1654734902,25.602,53.56,16,400,13110,20006,939.65,0.73,0.76,5.01,0.781,0.018,1571,0
1572,1654734903,25.597,53.81,26,400,13104,19997,939.656,0.71,0.73,4.86,0.757,0.017,1572,0
1573,1654734904,25.591,54.05,32,400,13114,19996,939.646,0.69,0.72,4.78,0.746,0.017,1573,0
1574,1654734905,25.586,54.23,29,400,13104,19992,939.643,0.68,0.71,4.68,0.729,0.016,1574,0
1575,1654734906,25.58,54.42,27,400,13112,19993,939.656,0.67,0.69,4.58,0.714,0.016,1575,0
1576,1654734907,25.575,54.58,22,400,13115,19997,939.653,0.66,0.68,4.53,0.706,0.016,1576,0
1577,1654734908,25.57,54.73,25,400,13115,20004,939.652,0.65,0.67,4.46,0.696,0.016,1577,0
1578,1654734909,25.564,54.87,21,400,13119,20006,939.641,0.66,0.69,4.55,0.71,0.016,1578,0
1579,1654734910,25.559,55.01,7,400,13118,20006,939.638,0.67,0.69,4.6,0.718,0.016,1579,0
1580,1654734911,25.553,55.14,18,400,13120,20011,939.635,0.67,0.69,4.58,0.714,0.016,1580,0
1581,1654734912,25.548,55.24,19,400,13115,19998,939.636,0.65,0.67,4.47,0.696,0.016,1581,0
1582,1654734913,25.542,55.34,16,400,13119,20004,939.624,0.65,0.68,4.48,0.699,0.016,1582,0
1583,1654734914,25.537,55.41,11,400,13120,20007,939.621,0.66,0.68,4.53,0.706,0.016,1583,0
1584,1654734915,25.531,55.52,11,400,13123,20010,939.61,0.66,0.69,4.55,0.71,0.016,1584,0
1585,1654734916,25.526,55.64,11,400,13126,20010,939.615,0.65,0.67,4.46,0.696,0.016,1585,0
1586,1654734917,25.52,55.71,11,400,13126,20013,939.623,0.63,0.66,4.36,0.681,0.015,1586,0
1587,1654734918,25.514,55.8,3,400,13134,20009,939.621,0.6,0.63,4.15,0.647,0.015,1587,0
1588,1654734919,25.509,55.9,3,400,13132,20018,939.615,0.59,0.62,4.09,0.637,0.014,1588,0
1589,1654734920,25.503,55.98,6,400,13130,20012,939.608,0.58,0.6,3.97,0.619,0.014,1589,0
1590,1654734921,25.498,56.2,0,400,13149,20047,939.609,0.56,0.58,3.87,0.603,0.014,1590,0
1591,1654734922,25.492,55.75,0,400,13157,20060,939.597,0.56,0.58,3.85,0.6,0.014,1591,0
1592,1654734923,25.487,55.08,0,400,13163,20060,939.59,0.55,0.58,3.81,0.594,0.013,1592,0
1593,1654734924,25.481,54.3,0,400,13153,20057,939.595,0.56,0.58,3.83,0.597,0.013,1593,0
1594,1654734925,25.475,53.63,0,400,13160,20057,939.6,0.55,0.57,3.78,0.59,0.013,1594,0
1595,1654734926,25.47,53.06,0,400,13151,20061,939.597,0.54,0.56,3.7,0.578,0.013,1595,0
1596,1654734927,25.464,52.52,0,400,13149,20052,939.607,0.52,0.54,3.58,0.558,0.013,1596,0
1597,1654734928,25.459,52.07,0,400,13149,20043,939.609,0.51,0.53,3.53,0.551,0.012,1597,0
1598,1654734929,25.453,51.68,0,400,13143,20046,939.609,0.5,0.52,3.46,0.539,0.012,1598,0
1599,1654734930,25.447,51.35,0,400,13144,20049,939.605,0.5,0.52,3.43,0.535,0.012,1599,0
1600,1654734931,25.442,51.05,0,400,13150,20055,939.608,0.5,0.52,3.44,0.537,0.012,1600,0
1601,1654734932,25.436,50.73,0,400,13137,20045,939.599,0.5,0.52,3.47,0.541,0.012,1601,0
1602,1654734933,25.43,50.51,0,400,13138,20036,939.595,0.5,0.51,3.41,0.532,0.012,1602,0
1603,1654734934,25.425,50.28,0,400,13146,20053,939.588,0.49,0.51,3.39,0.529,0.012,1603,0
1604,1654734935,25.419,50.11,0,400,13141,20040,939.586,0.51,0.53,3.54,0.553,0.012,1604,0
1605,1654734936,25.413,49.94,0,400,13144,20054,939.59,0.52,0.54,3.6,0.561,0.013,1605,0
1606,1654734937,25.407,49.81,0,400,13140,20044,939.596,0.53,0.55,3.63,0.566,0.013,1606,0
1607,1654734938,25.402,49.61,2,400,13132,20036,939.595,0.53,0.55,3.66,0.571,0.013,1607,0
1608,1654734939,25.396,49.54,0,400,13137,20049,939.597,0.52,0.54,3.61,0.562,0.013,1608,0
1609,1654734940,25.39,49.43,0,400,13138,20045,939.599,0.52,0.54,3.59,0.559,0.013,1609,0
1610,1654734941,25.385,49.32,0,400,13142,20046,939.6,0.52,0.54,3.6,0.561,0.013,1610,0
1611,1654734942,25.379,49.24,6,400,13138,20042,939.6,0.52,0.54,3.57,0.557,0.013,1611,0
1612,1654734943,25.373,49.12,13,400,13134,20031,939.609,0.52,0.54,3.59,0.56,0.013,1612,0
1613,1654734944,25.367,49.07,11,400,13138,20034,939.601,0.53,0.55,3.66,0.571,0.013,1613,0
1614,1654734945,25.362,48.95,5,400,13134,20031,939.595,0.54,0.56,3.72,0.58,0.013,1614,0
1615,1654734946,25.356,48.92,12,400,13131,20030,939.596,0.55,0.57,3.76,0.586,0.013,1615,0
1616,1654734947,25.35,48.83,0,400,13135,20041,939.593,0.55,0.57,3.75,0.585,0.013,1616,0
1617,1654734948,25.344,48.78,0,400,13131,20041,939.6,0.54,0.56,3.73,0.582,0.013,1617,0
1618,1654734949,25.338,48.7,9,400,13133,20033,939.608,0.55,0.57,3.77,0.589,0.013,1618,0
1619,1654734950,25.332,48.67,13,400,13126,20025,939.614,0.55,0.57,3.78,0.589,0.013,1619,0
1620,1654734951,25.327,48.53,20,400,13117,20017,939.609,0.57,0.59,3.9,0.609,0.014,1620,0
1621,1654734952,25.321,48.9,34,400,13112,20003,939.614,0.6,0.62,4.12,0.642,0.014,1621,0
1622,1654734953,25.315,49.62,43,400,13110,20009,939.617,0.6,0.63,4.16,0.648,0.015,1622,0
1623,1654734954,25.309,50.29,31,400,13113,20006,939.615,0.64,0.66,4.38,0.684,0.015,1623,0
1624,1654734955,25.303,51.0,28,400,13115,20009,939.611,0.65,0.67,4.45,0.694,0.016,1624,0
1625,1654734956,25.297,51.56,26,400,13118,20008,939.604,0.68,0.71,4.7,0.733,0.017,1625,0
1626,1654734957,25.292,52.07,21,400,13117,20013,939.603,0.69,0.71,4.72,0.736,0.017,1626,0
1627,1654734958,25.286,52.51,29,400,13115,20021,939.603,0.71,0.74,4.89,0.763,0.017,1627,0
1628,1654734959,25.28,52.87,28,400,13127,20017,939.604,0.72,0.75,4.94,0.77,0.017,1628,0
1629,1654734960,25.274,53.25,26,400,13120,20016,939.596,0.71,0.73,4.86,0.759,0.017,1629,0
1630,1654734961,25.268,53.55,19,400,13127,20016,939.598,0.69,0.72,4.77,0.743,0.017,1630,0
1631,1654734962,25.262,53.8,28,400,13120,20015,939.591,0.67,0.7,4.63,0.723,0.016,1631,0
1632,1654734963,25.256,54.05,31,400,13122,20009,939.598,0.67,0.69,4.59,0.716,0.016,1632,0
1633,1654734964,25.25,54.28,27,400,13118,20008,939.606,0.65,0.68,4.5,0.701,0.016,1633,0
1634,1654734965,25.244,54.48,29,400,13121,19997,939.614,0.64,0.66,4.39,0.685,0.015,1634,0
1635,1654734966,25.238,54.64,52,400,13115,19989,939.604,0.62,0.64,4.27,0.665,0.015,1635,0
1636,1654734967,25.232,54.79,48,400,13119,19997,939.603,0.62,0.64,4.23,0.66,0.015,1636,0
1637,1654734968,25.226,54.9,32,400,13126,20008,939.608,0.6,0.62,4.12,0.642,0.014,1637,0
1638,1654734969,25.22,55.02,33,400,13123,20001,939.615,0.61,0.63,4.19,0.653,0.015,1638,0
1639,1654734970,25.214,55.16,40,400,13122,20002,939.612,0.63,0.66,4.36,0.68,0.015,1639,0
1640,1654734971,25.208,55.24,24,400,13126,20013,939.616,0.64,0.67,4.41,0.688,0.016,1640,0
1641,1654734972,25.202,55.39,25,400,13131,20012,939.62,0.66,0.69,4.56,0.712,0.016,1641,0
1642,1654734973,25.196,55.47,25,400,13136,20006,939.617,0.7,0.72,4.8,0.748,0.017,1642,0
1643,1654734974,25.19,55.58,20,400,13140,20024,939.612,0.71,0.74,4.89,0.762,0.017,1643,0
1644,1654734975,25.184,55.65,8,400,13140,20014,939.605,0.75,0.78,5.17,0.806,0.018,1644,0
1645,1654734976,25.178,55.76,19,400,13133,20013,939.599,0.77,0.8,5.29,0.825,0.019,1645,0
1646,1654734977,25.172,55.85,9,400,13143,20025,939.606,0.77,0.8,5.33,0.83,0.019,1646,0
1647,1654734978,25.166,55.93,16,400,13138,20027,939.619,0.78,0.81,5.36,0.836,0.019,1647,0
1648,1654734979,25.16,56.02,10,400,13148,20041,939.621,0.79,0.82,5.41,0.843,0.019,1648,0
1649,1654734980,25.154,56.1,11,400,13143,20037,939.61,0.79,0.82,5.42,0.845,0.019,1649,0
1650,1654734981,25.148,56.28,0,400,13164,20062,939.622,0.8,0.83,5.48,0.855,0.019,1650,0
1651,1654734982,25.142,55.81,0,400,13168,20061,939.615,0.81,0.84,5.57,0.869,0.02,1651,0
1652,1654734983,25.136,55.1,0,400,13165,20069,939.607,0.81,0.85,5.6,0.873,0.02,1652,0
1653,1654734984,25.13,54.33,0,400,13161,20069,939.608,0.81,0.85,5.6,0.873,0.02,1653,0
1654,1654734985,25.124,53.63,0,400,13161,20049,939.614,0.84,0.87,5.78,0.902,0.02,1654,0
1655,1654734986,25.118,53.05,0,400,13162,20065,939.61,0.85,0.88,5.84,0.91,0.021,1655,0
1656,1654734987,25.111,52.51,0,400,13160,20062,939.606,0.84,0.88,5.8,0.904,0.02,1656,0
1657,1654734988,25.105,52.05,0,400,13156,20058,939.605,0.83,0.86,5.73,0.893,0.02,1657,0
1658,1654734989,25.099,51.66,0,400,13149,20052,939.611,0.83,0.86,5.69,0.888,0.02,1658,0
1659,1654734990,25.093,51.31,0,400,13146,20049,939.6,0.82,0.85,5.62,0.876,0.02,1659,0
1660,1654734991,25.087,50.97,0,400,13148,20057,939.598,0.79,0.82,5.45,0.85,0.019,1660,0
1661,1654734992,25.081,50.66,1,400,13144,20041,939.596,0.77,0.8,5.31,0.828,0.019,1661,0
1662,1654734993,25.074,50.46,0,400,13142,20046,939.595,0.78,0.81,5.34,0.833,0.019,1662,0
1663,1654734994,25.068,50.26,6,400,13150,20051,939.601,0.78,0.81,5.39,0.841,0.019,1663,0
1664,1654734995,25.062,50.05,1,400,13140,20051,939.591,0.8,0.83,5.51,0.859,0.019,1664,0
1665,1654734996,25.056,49.87,0,400,13150,20057,939.598,0.83,0.86,5.72,0.893,0.02,1665,0
1666,1654734997,25.05,49.73,0,400,13142,20054,939.593,0.84,0.88,5.81,0.906,0.02,1666,0
1667,1654734998,25.043,49.58,0,400,13147,20060,939.586,0.88,0.91,6.02,0.939,0.021,1667,0
1668,1654734999,25.037,49.48,19,400,13138,20043,939.589,0.88,0.92,6.08,0.948,0.021,1668,0
1669,1654735000,25.031,49.31,10,400,13143,20050,939.588,0.9,0.93,6.19,0.965,0.022,1669,0
1670,1654735001,25.025,49.23,11,400,13138,20040,939.593,0.94,0.97,6.44,1.004,0.023,1670,0
1671,1654735002,25.019,49.1,1,400,13136,20041,939.602,1.01,1.05,6.95,1.084,0.024,1671,0
1672,1654735003,25.012,49.04,11,400,13139,20048,939.601,1.03,1.07,7.11,1.109,0.025,1672,0
1673,1654735004,25.006,49.01,3,400,13137,20037,939.6,1.07,1.11,7.33,1.143,0.026,1673,0
1674,1654735005,25.0,48.89,12,400,13134,20033,939.595,1.07,1.11,7.35,1.147,0.026,1674,0
1675,1654735006,24.993,48.84,16,400,13133,20036,939.594,1.08,1.12,7.42,1.157,0.026,1675,0
1676,1654735007,24.987,48.76,16,400,13140,20041,939.602,1.08,1.12,7.41,1.155,0.026,1676,0
1677,1654735008,24.981,48.64,11,400,13134,20037,939.598,1.1,1.14,7.55,1.178,0.027,1677,0
1678,1654735009,24.975,48.58,13,400,13135,20035,939.614,1.12,1.16,7.68,1.197,0.027,1678,0
1679,1654735010,24.968,48.46,47,400,13108,20003,939.608,1.17,1.22,8.08,1.259,0.028,1679,0
1680,1654735011,24.962,48.9,40,400,13121,20012,939.608,1.19,1.24,8.22,1.282,0.029,1680,0
1681,1654735012,24.956,49.56,46,400,13124,20008,939.614,1.21,1.25,8.31,1.296,0.029,1681,0
1682,1654735013,24.949,50.31,37,400,13119,20012,939.609,1.21,1.26,8.32,1.297,0.029,1682,0
1683,1654735014,24.943,51.0,25,400,13124,20018,939.61,1.21,1.26,8.34,1.301,0.029,1683,0
1684,1654735015,24.937,51.59,29,400,13131,20023,939.61,1.22,1.27,8.4,1.31,0.03,1684,0
1685,1654735016,24.93,52.12,30,400,13126,20020,939.603,1.2,1.25,8.25,1.287,0.029,1685,0
1686,1654735017,24.924,52.55,23,400,13134,20024,939.6,1.18,1.23,8.13,1.267,0.029,1686,0
1687,1654735018,24.917,52.96,17,400,13141,20036,939.596,1.12,1.17,7.72,1.204,0.027,1687,0
1688,1654735019,24.911,53.34,15,400,13139,20034,939.604,1.11,1.15,7.61,1.187,0.027,1688,0
1689,1654735020,24.905,53.66,8,400,13142,20035,939.613,1.09,1.13,7.49,1.168,0.026,1689,0
1690,1654735021,24.898,53.99,17,400,13142,20034,939.616,1.08,1.12,7.4,1.155,0.026,1690,0
1691,1654735022,24.892,54.21,15,400,13143,20033,939.62,1.04,1.08,7.16,1.117,0.025,1691,0
1692,1654735023,24.885,54.43,1,400,13147,20044,939.626,1.02,1.06,7.02,1.095,0.025,1692,0
1693,1654735024,24.879,54.66,10,400,13144,20038,939.632,0.98,1.02,6.73,1.049,0.024,1693,0
1694,1654735025,24.873,54.85,18,400,13144,20032,939.638,0.97,1.01,6.67,1.04,0.023,1694,0
1695,1654735026,24.866,55.0,9,400,13144,20041,939.641,0.96,1.0,6.6,1.03,0.023,1695,0
1696,1654735027,24.86,55.14,5,400,13143,20052,939.637,0.93,0.97,6.42,1.001,0.023,1696,0
1697,1654735028,24.853,55.26,1,400,13141,20044,939.638,0.92,0.95,6.31,0.984,0.022,1697,0
1698,1654735029,24.847,55.4,7,400,13139,20047,939.648,0.87,0.9,5.97,0.931,0.021,1698,0
1699,1654735030,24.84,55.5,6,400,13141,20046,939.648,0.84,0.88,5.81,0.907,0.02,1699,0
1700,1654735031,24.834,55.59,2,400,13140,20047,939.639,0.82,0.85,5.66,0.882,0.02,1700,0
1701,1654735032,24.827,55.67,5,400,13141,20044,939.632,0.8,0.84,5.54,0.864,0.02,1701,0
1702,1654735033,24.821,55.74,12,400,13141,20045,939.636,0.78,0.81,5.4,0.842,0.019,1702,0
1703,1654735034,24.814,55.81,0,400,13133,20044,939.643,0.77,0.8,5.32,0.829,0.019,1703,0
1704,1654735035,24.808,55.9,5,400,13137,20043,939.649,0.73,0.76,5.05,0.788,0.018,1704,0
1705,1654735036,24.801,55.91,0,400,13142,20051,939.642,0.71,0.74,4.89,0.762,0.017,1705,0
1706,1654735037,24.795,55.98,12,400,13137,20045,939.63,0.7,0.72,4.79,0.746,0.017,1706,0
1707,1654735038,24.788,56.02,11,400,13132,20037,939.626,0.69,0.72,4.78,0.745,0.017,1707,0
1708,1654735039,24.782,56.09,11,400,13136,20041,939.623,0.68,0.71,4.68,0.73,0.016,1708,0
1709,1654735040,24.775,56.24,0,400,13155,20071,939.61,0.67,0.7,4.6,0.718,0.016,1709,0
1710,1654735041,24.769,55.75,0,400,13157,20073,939.628,0.66,0.69,4.54,0.708,0.016,1710,0
1711,1654735042,24.762,54.96,0,400,13157,20066,939.631,0.65,0.67,4.46,0.695,0.016,1711,0
1712,1654735043,24.755,54.22,0,400,13158,20069,939.635,0.63,0.66,4.34,0.678,0.015,1712,0
1713,1654735044,24.749,53.5,0,400,13161,20067,939.631,0.63,0.65,4.32,0.673,0.015,1713,0
1714,1654735045,24.742,52.89,0,400,13150,20057,939.625,0.62,0.65,4.3,0.67,0.015,1714,0
1715,1654735046,24.736,52.34,9,400,13146,20051,939.625,0.62,0.64,4.25,0.662,0.015,1715,0
1716,1654735047,24.729,51.91,11,400,13150,20057,939.638,0.63,0.65,4.32,0.674,0.015,1716,0
1717,1654735048,24.722,51.48,11,400,13146,20050,939.644,0.64,0.66,4.4,0.686,0.015,1717,0
1718,1654735049,24.716,51.15,9,400,13148,20050,939.634,0.63,0.66,4.36,0.68,0.015,1718,0
1719,1654735050,24.709,50.8,0,400,13144,20061,939.618,0.62,0.64,4.24,0.661,0.015,1719,0
1720,1654735051,24.703,50.55,0,400,13150,20059,939.62,0.6,0.63,4.16,0.648,0.015,1720,0
1721,1654735052,24.696,50.3,10,400,13141,20056,939.627,0.57,0.59,3.92,0.611,0.014,1721,0
1722,1654735053,24.689,50.06,0,400,13141,20048,939.616,0.55,0.57,3.77,0.588,0.013,1722,0
1723,1654735054,24.683,49.91,16,400,13142,20049,939.631,0.55,0.57,3.79,0.59,0.013,1723,0
1724,1654735055,24.676,49.73,9,400,13144,20053,939.614,0.55,0.57,3.76,0.586,0.013,1724,0
1725,1654735056,24.669,49.55,19,400,13137,20040,939.619,0.55,0.57,3.76,0.586,0.013,1725,0
1726,1654735057,24.663,49.43,18,400,13142,20045,939.622,0.55,0.57,3.77,0.588,0.013,1726,0
1727,1654735058,24.656,49.29,15,400,13137,20050,939.62,0.56,0.58,3.84,0.598,0.014,1727,0
1728,1654735059,24.649,49.1,14,400,13133,20045,939.607,0.58,0.6,3.97,0.619,0.014,1728,0
1729,1654735060,24.642,48.98,24,400,13133,20038,939.611,0.6,0.63,4.14,0.646,0.015,1729,0
1730,1654735061,24.636,48.9,29,400,13138,20030,939.6,0.61,0.64,4.22,0.658,0.015,1730,0
1731,1654735062,24.629,48.81,21,400,13139,20032,939.615,0.62,0.64,4.27,0.665,0.015,1731,0
1732,1654735063,24.622,48.78,25,400,13131,20043,939.618,0.63,0.66,4.35,0.678,0.015,1732,0
1733,1654735064,24.615,48.68,29,400,13133,20031,939.613,0.7,0.73,4.81,0.75,0.017,1733,0
1734,1654735065,24.609,48.62,22,400,13135,20036,939.608,0.74,0.76,5.06,0.789,0.018,1734,0
1735,1654735066,24.602,48.53,13,400,13137,20030,939.595,0.79,0.82,5.46,0.852,0.019,1735,0
1736,1654735067,24.595,48.44,26,400,13127,20024,939.605,0.81,0.84,5.58,0.87,0.02,1736,0
1737,1654735068,24.588,48.42,16,400,13134,20036,939.597,0.81,0.85,5.6,0.873,0.02,1737,0
1738,1654735069,24.582,48.31,53,400,13116,20004,939.599,0.8,0.83,5.52,0.861,0.019,1738,0
1739,1654735070,24.575,48.68,57,400,13116,19998,939.602,0.79,0.82,5.44,0.849,0.019,1739,0
1740,1654735071,24.568,49.38,49,400,13112,19998,939.593,0.79,0.82,5.44,0.848,0.019,1740,0
1741,1654735072,24.561,50.12,45,400,13112,20000,939.596,0.79,0.82,5.42,0.845,0.019,1741,0
1742,1654735073,24.554,50.79,55,400,13118,20004,939.599,0.78,0.81,5.36,0.835,0.019,1742,0
1743,1654735074,24.548,51.38,54,400,13114,20004,939.604,0.76,0.79,5.26,0.82,0.019,1743,0
1744,1654735075,24.541,51.87,51,400,13114,20006,939.599,0.76,0.79,5.22,0.814,0.018,1744,0
1745,1654735076,24.534,52.29,34,400,13125,20014,939.605,0.75,0.78,5.19,0.809,0.018,1745,0
1746,1654735077,24.527,52.66,51,400,13121,20002,939.596,0.73,0.76,5.05,0.787,0.018,1746,0
1747,1654735078,24.52,53.23,48,400,13121,20004,939.587,0.73,0.75,5.0,0.78,0.018,1747,0
1748,1654735079,24.513,53.48,48,400,13120,20012,939.583,0.71,0.74,4.91,0.766,0.017,1748,0
1749,1654735080,24.507,53.7,39,400,13124,20019,939.595,0.7,0.72,4.79,0.747,0.017,1749,0
1750,1654735081,24.5,53.92,43,400,13123,20013,939.604,0.69,0.72,4.75,0.741,0.017,1750,0
1751,1654735082,24.493,54.12,36,400,13124,20019,939.605,0.67,0.7,4.61,0.718,0.016,1751,0
1752,1654735083,24.486,54.26,43,400,13121,20007,939.609,0.66,0.69,4.56,0.711,0.016,1752,0
1753,1654735084,24.479,54.41,45,400,13119,20013,939.611,0.68,0.7,4.65,0.725,0.016,1753,0
1754,1654735085,24.472,54.52,36,400,13124,20021,939.623,0.68,0.7,4.66,0.727,0.016,1754,0
1755,1654735086,24.465,54.64,37,400,13131,20027,939.625,0.69,0.72,4.74,0.74,0.017,1755,0
1756,1654735087,24.458,54.79,43,400,13119,20014,939.609,0.71,0.74,4.9,0.765,0.017,1756,0
1757,1654735088,24.451,54.86,31,400,13124,20017,939.613,0.72,0.75,4.98,0.777,0.018,1757,0
1758,1654735089,24.444,54.94,45,400,13118,20015,939.611,0.76,0.79,5.21,0.812,0.018,1758,0
1759,1654735090,24.437,55.07,48,400,13122,20015,939.614,0.77,0.8,5.28,0.824,0.019,1759,0
1760,1654735091,24.431,55.12,34,400,13122,20015,939.6,0.76,0.79,5.24,0.817,0.018,1760,0
1761,1654735092,24.424,55.2,46,400,13123,20009,939.619,0.76,0.79,5.2,0.811,0.018,1761,0
1762,1654735093,24.417,55.25,43,400,13119,20010,939.614,0.75,0.78,5.15,0.804,0.018,1762,0
1763,1654735094,24.41,55.32,40,400,13124,20012,939.617,0.75,0.78,5.18,0.808,0.018,1763,0
1764,1654735095,24.403,55.39,37,400,13124,20006,939.623,0.77,0.8,5.31,0.828,0.019,1764,0
1765,1654735096,24.396,55.4,36,400,13123,20015,939.608,0.79,0.82,5.46,0.851,0.019,1765,0
1766,1654735097,24.389,55.47,41,400,13113,20004,939.61,0.82,0.85,5.66,0.882,0.02,1766,0
1767,1654735098,24.382,55.63,14,400,13142,20037,939.611,0.84,0.87,5.78,0.901,0.02,1767,0
1768,1654735099,24.375,55.15,11,400,13149,20047,939.619,0.85,0.88,5.84,0.91,0.021,1768,0
1769,1654735100,24.368,54.41,11,400,13149,20044,939.619,0.84,0.87,5.8,0.904,0.02,1769,0
1770,1654735101,24.361,52.98,22,400,13140,20037,939.603,0.85,0.89,5.86,0.915,0.021,1770,0
1771,1654735102,24.354,52.38,27,400,13131,20027,939.593,0.85,0.88,5.84,0.911,0.021,1771,0
1772,1654735103,24.347,51.83,19,400,13145,20030,939.603,0.82,0.85,5.65,0.88,0.02,1772,0
1773,1654735104,24.339,51.36,23,400,13139,20034,939.611,0.81,0.84,5.54,0.864,0.02,1773,0
1774,1654735105,24.332,50.95,35,400,13132,20027,939.617,0.8,0.83,5.51,0.86,0.019,1774,0
1775,1654735106,24.325,50.56,27,400,13137,20031,939.616,0.8,0.83,5.53,0.862,0.019,1775,0
1776,1654735107,24.318,50.25,32,400,13134,20025,939.615,0.8,0.83,5.48,0.854,0.019,1776,0
1777,1654735108,24.311,49.98,24,400,13134,20029,939.619,0.78,0.81,5.38,0.839,0.019,1777,0
1778,1654735109,24.304,49.72,29,400,13137,20027,939.623,0.75,0.78,5.14,0.802,0.018,1778,0
1779,1654735110,24.297,49.5,36,400,13129,20022,939.618,0.73,0.76,5.06,0.788,0.018,1779,0
1780,1654735111,24.29,49.36,37,400,13131,20009,939.611,0.73,0.76,5.02,0.783,0.018,1780,0
1781,1654735112,24.283,49.2,40,400,13133,20017,939.607,0.72,0.75,4.96,0.773,0.017,1781,0
1782,1654735113,24.276,48.93,29,400,13135,20023,939.614,0.71,0.74,4.91,0.766,0.017,1782,0
1783,1654735114,24.269,48.82,41,400,13129,20014,939.623,0.71,0.74,4.88,0.761,0.017,1783,0
1784,1654735115,24.261,48.72,36,400,13129,20021,939.622,0.71,0.74,4.88,0.761,0.017,1784,0
1785,1654735116,24.254,48.59,38,400,13133,20024,939.625,0.71,0.73,4.86,0.758,0.017,1785,0
1786,1654735117,24.247,48.48,35,400,13126,20014,939.618,0.7,0.73,4.84,0.755,0.017,1786,0
1787,1654735118,24.24,48.41,49,400,13129,20008,939.614,0.72,0.75,4.99,0.778,0.018,1787,0
1788,1654735119,24.233,48.32,32,400,13131,20019,939.614,0.75,0.78,5.15,0.803,0.018,1788,0
1789,1654735120,24.226,48.25,43,400,13124,20011,939.605,0.75,0.78,5.19,0.809,0.018,1789,0
1790,1654735121,24.218,48.21,43,400,13120,20004,939.606,0.77,0.8,5.28,0.823,0.019,1790,0
1791,1654735122,24.211,48.14,50,400,13123,19999,939.613,0.78,0.81,5.39,0.84,0.019,1791,0
1792,1654735123,24.204,48.08,39,400,13133,20015,939.621,0.82,0.85,5.63,0.878,0.02,1792,0
1793,1654735124,24.197,48.03,33,400,13127,20009,939.626,0.82,0.85,5.66,0.883,0.02,1793,0
1794,1654735125,24.19,47.96,44,400,13129,20011,939.63,0.83,0.86,5.69,0.888,0.02,1794,0
1795,1654735126,24.182,47.85,72,400,13103,19985,939.633,0.82,0.85,5.64,0.88,0.02,1795,0
1796,1654735127,24.175,48.25,68,400,13107,19988,939.626,0.79,0.82,5.46,0.852,0.019,1796,0
1797,1654735128,24.168,48.97,72,400,13099,19975,939.63,0.78,0.81,5.34,0.833,0.019,1797,0
1798,1654735129,24.161,49.7,63,400,13104,19985,939.631,0.75,0.78,5.19,0.809,0.018,1798,0
1799,1654735130,24.154,50.33,80,400,13100,19980,939.623,0.7,0.73,4.82,0.752,0.017,1799,0
